,CharacterName,Sentiment
739,Jennifer Kale,5.608491686460815
740,Jenny Swensen,6.2
741,Jerry Jaxon,5.629934354485778
742,Jeryn Hogarth,5.4125
743,Jessan Hoan,
744,Jessica Jones,5.775901386748771
745,Jester (Marvel Comics),5.485700431034481
746,Jetstream (comics),5.779223744292237
747,Jigsaw (Marvel Comics),5.586122576610313
748,Jim Morita,4.723333333333334
749,Jim Wilson (comics),5.6036200716846
750,Jimmy Hudson,5.533131313131302
751,Jimmy Woo,5.633131132917043
752,Jimmy-6,5.433468208092496
753,Joan (comics),5.800000000000001
754,Jocasta (comics),5.613776387802983
755,John Garrett (comics),5.316666666666677
756,John Jameson (comics),5.401666666666667
757,John Ryker,5.494972677595633
758,John the Skrull,5.70878787878788
759,Johnny Dee,5.5335000000000045
760,Jolen (comics),5.4125
761,Jonas Harrow,5.441602316602333
762,Jubilee (comics),5.706
763,Judas Traveller,5.454000000000001
764,Jude the Entropic Man,6.305000000000001
765,Juggernaut (comics),5.465999999999999
766,Julie Power,5.650991976659373
767,June Covington,5.567215909090913
768,Junior Juniper,5.4915332771693475
769,Junta (comics),5.77125
770,Junzo Muto,5.793000000000001
771,Justice (New Universe),5.647786509495719
772,Justin Hammer,5.440885311871244
773,Juston Seyfert,5.521938775510206
774,J_son (character),5.719364675984751
775,Ka-Zar (David Rand),5.676388443017661
776,Kaecilius,5.624698795180732
777,Kaine Parker,5.3901904499033755
778,Kala (comics),5.741120162932806
779,Kaluu,5.6112869198312305
780,Kamala Khan,5.761358406136669
781,Kamikaze (comics),6.82
782,Kang the Conqueror,5.632729044834317
783,Kangaroo (comics),5.458711419753074
784,Karen Page,5.477902930402919
785,Karima Shapandar,5.545112781954898
786,Karkas (comics),5.696641509433969
787,Karl Malus,5.610726744186052
788,Karla Sofen,5.561177884615347
789,Karma (comics),5.591666666666668
790,Karnak (comics),5.660290836653395
791,Karolina Dean,5.775713235294105
792,Karthon the Quester,5.516766169154227
793,Katie Power,5.701101851851841
794,Kavita Rao,5.600426929392461
795,Kenny McFarlane,5.688954041204442
796,Kestrel (Marvel Comics),5.401416596814754
797,Kevin Sydney,5.516162011173176
798,Khonshu (Marvel Comics),5.789546539379484
799,KIA (comics),5.622727272727274
800,Kiber the Cruel,5.65
801,Kid Cassidy,
802,Kid Colt,5.877050632911404
803,Kid Kaiju,5.928333333333334
804,Kid Omega,5.748333333333334
805,Kiden Nixon,5.6240000000000006
806,Killer Shrike,5.363003575685346
807,Killpower,5.553137254901968
808,Killraven,5.720895915678523
809,Kimura (comics),5.3933333333333335
810,King Bedlam,6.88
811,Kingmaker (comics),5.56146907216496
812,Kingpin (comics),5.351666666666667
813,Kismet (Marvel Comics),5.883859111791737
814,Kitty Pryde,5.67883588729604
815,Kiwi Black,5.7355384615384715
816,Klaatu (comics),5.634509803921571
817,Klara Prast,5.689927884615372
818,Klaw (Marvel Comics),5.465999999999999
819,Kleinstocks,5.692
820,Knull (comics),5.465999999999999
821,Komodo (comics),5.588188622754497
822,Korath the Pursuer,5.7613188220230604
823,Korg (comics),5.3933333333333335
824,Korrek,5.58
825,Korvac,5.70996153846154
826,Korvus (comics),4.9275
827,Kraglin,5.866946308724845
828,Krakoa,5.682128146453091
829,Krang (Marvel Comics),5.574083333333342
830,Kraven the Hunter,5.447744077530501
831,Kristoff Vernard,5.514558680892335
832,Kro (comics),5.465999999999999
833,Krystalin,5.43
834,Kulan Gath,5.638360189573465
835,Kull (comics),5.754444444444443
836,Kwannon (character),5.612993899577648
837,Kylun,5.626250000000001
838,La Lunatica,5.43
839,Lacuna (comics),4.92
840,Lady Bullseye,5.613672014260257
841,Lady Deathstrike,5.5263546025104775
842,Lady Dorma,5.733750000000001
843,Lady Grey (comics),5.753000000000001
844,Lady Lotus,5.788185255198494
845,Lady Mastermind,5.466480620155047
846,Lady Octopus,5.565773195876298
847,Lamprey (comics),4.6066666666666665
848,Laufey (comics),5.465999999999999
849,Layla Miller,5.519301659988569
850,Leader (comics),5.618333333333333
851,Lee Forrester,5.590082987551872
852,Leech (comics),5.465999999999999
853,Left-Winger (comics),5.609738903394259
854,Lei Kung (comics),5.468333333333334
855,Leila Davis,5.9
856,Leir (Marvel Comics),5.821220657277
857,Leo (comics),5.577462686567172
858,Leo Fitz,5.545990163934411
859,Leper Queen,5.36193277310925
860,Letha (comics),5.465999999999999
861,Libra (Marvel Comics),5.5627191011236
862,Lifeform (comics),6.82
863,Lifeguard (comics),5.657306163021883
864,Lightmaster,5.530017793594327
865,Lilith (Marvel Comics),5.510154772141012
866,Lin Lie,5.261974522293005
867,Lionheart (comics),5.706
868,List of Eternals,5.659551820728291
869,Litterbug (comics),6.88
870,Living Brain,5.754574669187155
871,Living Laser,5.602289962825298
872,Living Lightning,5.628725099601594
873,Living Monolith,5.788562340966913
874,Living Tribunal,5.687476510067117
875,Liz Allan,5.639838709677418
876,Lizard (comics),5.435714285714285
877,Lloyd Bloch,5.625501432664766
878,Llyra,5.667903726708089
879,Loa (comics),5.6249735449735505
880,Lobo Brothers,4.710000000000001
881,Lockheed (comics),5.465999999999999
882,Lockjaw (comics),5.465999999999999
883,Locus (comics),5.5416009852216845
884,Locust (comics),5.906666666666667
885,Lodestone (comics),2.44
886,Lois London,5.83
887,Loki (Marvel Comics),5.624912255671155
888,Longshot (Marvel Comics),5.640095669687806
889,Lord Chaos (Marvel Comics),5.48511520737328
890,Lord Dark Wind,5.539534246575343
891,Lorelei (Mutate),5.568523985239858
892,Lorelei Travis,5.477120822622115
893,Lorna the Jungle Girl,5.90896656534955
894,Lotus Shinchuko,5.46875
895,Lucifer (Marvel Comics),5.428266932270916
896,Luke Cage,5.548643969994136
897,Luna Maximoff,5.841428571428572
898,Lunatik,5.65005970149254
899,Lupo (comics),4.745
900,Lurking Unknown,5.371
901,Lyja,5.671956947162408
902,Lynn Michaels,5.246250000000013
903,Ma Gnucci,5.657951030927843
904,Machete (comics),5.725948905109495
905,Machine Man,5.5558060453400175
906,Machine Teen,5.566507317073173
907,Machinesmith,5.6213333333333315
908,Mad Dog (Marvel Comics),5.4801016260162685
909,Mad Dog Rassitano,5.736
910,Mad Thinker,5.536828571428572
911,Madame Hydra,5.7118790218790325
912,Madame Masque,5.5441865284974
913,Madame Web,5.669104258443478
914,Madcap (comics),5.610466497031377
915,Madelyne Pryor,5.496745782098887
916,Madman (Marvel Comics),5.578013816925738
917,Maelstrom (comics),5.650087527352304
918,Maestro (comics),5.3933333333333335
919,Maggie Murdock,5.624473988439322
920,Maggott,5.532010723860603
921,Magician (comics),5.793333333333333
922,Magik (comics),5.545391304347835
923,Magique,6.04
924,Magma (Jonathan Darque),5.543293051359518
925,Magneto (Marvel Comics),5.523835698282247
926,Mahkizmo,5.677165605095545
927,Mahr Vehl,5.711994981179428
928,Major Mapleleaf,5.727784810126583
929,Maker (Reed Richards),5.654185750636134
930,Makkari (comics),5.783577512776838
931,Malcolm Colcord,5.421253443526185
932,Malekith the Accursed,5.496179372197324
933,Malice (comics),5.465999999999999
934,Mammomax,5.501666666666668
935,Man Mountain Marko,5.542707340324101
936,Man-Ape,5.683255813953502
937,Man-Beast,5.546756756756773
938,Man-Bull,5.512567237163821
939,Man-Elephant,5.677906976744196
940,Man-Killer,5.563608445297516
941,Man-Thing,5.568365155131282
942,Mandarin (comics),5.3933333333333335
943,Mandrill (comics),5.498051801801819
944,Mangog,5.7703456790123555
945,Manifold (comics),5.857142857142857
946,Manikin (comics),5.726666666666667
947,Manphibian,5.281305732484089
948,Mantis (Marvel Comics),5.764028301886805
949,Marauders (comics),5.496989795918347
950,Marco Delgado (comics),5.992
951,Margaret Slade (Marvel Comics),
952,Maria Hill,5.573518094365554
953,Maria Stark,5.645663865546231
954,Mariko Yashida,5.567563025210098
955,Mark Hazzard_ Merc,5.626666666666675
956,Marlo Chandler,5.629092009685237
957,Marrina Smallwood,5.594992526158446
958,Marrow (comics),5.465999999999999
959,Martha Connors,5.634236641221396
960,Martin Soap,5.619618684461392
961,Martinex,5.735089877010413
962,Marvel Boy (Robert Grayson),5.769417670682746
963,Marvelman,5.465999999999999
964,Mary Jane Watson,5.617714204383577
965,Masked Marauder,5.358096774193556
966,Masked Raider,5.812173913043484
967,Masque (comics),5.5458528037383195
968,Massacre (Marvel Comics),5.392789473684222
969,Master Izo,5.701148648648654
970,Master Khan,5.470511508951416
971,Master Man (Marvel Comics),5.710551839464886
972,Master Menace,5.675010020040078
973,Master Mold,5.484200819672137
974,Master of the World (comics),5.568894952251024
975,Master Pandemonium,5.512762951334376
976,Mastermind (Jason Wyngarde),5.620621799561092
977,Matador (Marvel Comics),5.439795918367351
978,Match (Marvel Comics),5.641000000000001
979,Mathemanic,5.66
980,Matsu_o Tsurayaba,5.526713426853712
981,Matthew Risman,5.497328767123296
982,Mauler (comics),5.497237687366177
983,Max Modell,5.541544186046496
984,Maximus (comics),5.563399374348279
985,Maximus Lobo,5.683238866396769
986,Maya Hansen,5.5546323529411845
987,Mayhem (comics),5.392404907975472
988,Meanstreak (comics),5.465999999999999
989,Medusa (comics),5.672759657645128
990,Meggan (character),5.648938172043008
991,Melinda May,5.515663948747763
992,Melter,5.499571537872997
993,Menace (Marvel Comics),6.04
994,Mendel Stromm,5.505313351498652
995,Mentallo,5.497615230460936
996,Mentor (A_lars),5.777549504950498
997,Mephisto (comics),6.055
998,Mercurio the 4-D Man,5.649637223974764
999,Mercury (Marvel Comics),5.505153181461119
1000,Merlin (Marvel Comics),5.955
1001,Merlyn (Marvel Comics),6.88
1002,Mesmero,5.514977457168623
1003,Metal Master (comics),5.672991202346056
1004,Metalhead (comics),5.465999999999999
1005,Mettle (comics),5.465999999999999
1006,Michael Van Patrick,5.659745158002025
1007,Mickey Fondozzi,5.56995336442371
1008,Microchip (comics),5.512851711026613
1009,Micromax,5.558609865470861
1010,Midas (comics),5.628134328358221
1011,Midgard Serpent (comics),5.702500000000001
1012,Midnight Sun (Marvel Comics),5.562201257861635
1013,Midnight_s Fire,5.732816901408457
1014,Miek,5.520204313280373
1015,Mike Asher,5.77909090909091
1016,Mike Murdock,5.775889101338437
1017,Mikel Fury,5.13
1018,Mikhail Rasputin,5.505843270868835
1019,Milan (comics),5.595725806451624
1020,Millie the Model,5.850725730442977
1021,Mimic (comics),5.573229100191449
1022,Mind-Wave,5.593706896551741
1023,Mindless Ones,5.504613686534219
1024,Minotaur (comics),5.44507414571245
1025,Miracle Man,5.730729166666666
1026,Mirage (Marvel Comics),5.604315286624222
1027,Miriam Sharpe,5.3847667638484085
1028,Miss America (Madeline Joyce),5.7437307032590175
1029,Miss Arrow,5.46805270863837
1030,Missing Link (comics),5.381676190476193
1031,Mister Fantastic,5.382
1032,Mister Fear,5.298390804597719
1033,Mister Hyde (comics),5.7299999999999995
1034,Mister Immortal,5.588333333333334
1035,Mister Jip,5.497338235294127
1036,Mister M (comics),5.461666666666667
1037,Mister Negative,5.35820860142226
1038,Mister Sensitive,5.568333333333334
1039,Mister Sinister,5.5799904232904876
1040,Mister X (Marvel Comics),5.289946666666676
1041,Misty Knight,5.62918619791663
1042,MJ (Marvel Cinematic Universe),5.772344615384605
1043,Mockingbird (Marvel Comics),5.620576614198459
1044,MODAM,5.43
1045,MODOK,5.639684509955977
1046,Modred the Mystic,5.532871572871582
1047,Modular Man,5.494131147540985
1048,Moira MacTaggart,5.78
1049,Mojo (comics),5.566816277678035
1050,Mole Man,5.6039250744997915
1051,Molecule Man,5.49209486166006
1052,Molly Hayes,5.654082636497794
1053,Molly von Richthofen,5.710000000000001
1054,Molten Man,5.576389593908613
1055,Mongoose (comics),5.63193548387098
1056,Monica Rappaccini,5.5853966597077385
1057,Monsteroso,5.7426984126984175
1058,Montana (comics),5.461666666666667
1059,Moon Girl (Marvel Comics),5.578810429114606
1060,Moon Knight,5.742109065011539
1061,Moon-Boy,5.525636792452835
1062,Moondragon,5.655196261682236
1063,Moonglow (comics),5.777938144329902
1064,MOR103,5.4125
1065,"Morbius, the Living Vampire",5.446147064340612
1066,Mordred (comics),5.561318897637805
1067,Morgan le Fay (Marvel Comics),5.595285714285698
1068,Morgan Stark,5.557151029748291
1069,Morlun,5.460655105973011
1070,Morning Star (comics),5.808996282527887
1071,Morph (comics),5.67125
1072,Morpheus (Marvel Comics),5.7551394422310755
1073,Morrat,5.538000000000001
1074,Mother Night (comics),5.89
1075,Motormouth (comics),5.44902106567535
1076,Mountjoy (comics),5.4749612403100825
1077,Mr. Fish,5.514234234234245
1078,Ms. Marvel,5.756630602782083
1079,Murmur (Marvel Comics),5.582409836065581
1080,Mutant Liberation Front,5.4125000000000005
1081,Mysterio,5.483809891808291
1082,Mystique (comics),5.465999999999999
1083,Naga (Marvel Comics),5.737902298850576
1084,Nahrees (comics),5.283333333333334
1085,Namor the Sub-Mariner,5.2475000000000005
1086,Namora,5.685614035087721
1087,Namorita,5.592931885488655
1088,Nancy Lu,5.602727272727273
1089,Nate Grey,5.477876262626161
1090,Nathaniel Bumpo,5.906666666666667
1091,Nathaniel Richards (Marvel Comics),5.816666666666682
1092,Native (comics),5.558333333333334
1093,Nebula (comics),5.465999999999999
1094,Ned Leeds,5.6062531860662865
1095,NFL SuperPro,5.603950381679397
1096,Nicholas Scratch,5.549254032258064
1097,Nick Fury Jr.,5.39280127693538
1098,Nick Fury,5.412745792736835
1099,Nico Minoru,5.575499104744841
1100,Nicodemus West,5.513257142857132
1101,Night Nurse (comics),5.721468129571563
1102,Night Thrasher (Dwayne Taylor),5.622877563704171
1103,Nightcrawler (comics),5.465999999999999
1104,Nighthawk (Marvel Comics),5.640840118430771
1105,Nightmare (Marvel Comics),5.316515495086935
1106,Nightmask,5.760379581151833
1107,Nightshade (Marvel Comics),5.41
1108,Nightside (comics),5.735
1109,Nightwatch (comics),5.5888599752168515
1110,Nikki (comics),5.77232848232849
1111,Nimrod (comics),5.592064570943088
1112,Nitro (comics),5.391401985111673
1113,No-Name,5.673333333333333
1114,Noble Kale,5.573333333333333
1115,Nocturne (Talia Wagner),5.745937794533449
1116,Nomad (comics),5.838863287250397
1117,Norman Osborn,5.556913267613189
1118,Normie Osborn,5.516317539484614
1119,Northstar (Marvel Comics),5.078
1120,Nova (Frankie Raye),5.702383444338731
1121,Nth Man,5.690930232558145
1122,Nuke (Marvel Comics),5.506764061358683
1123,Nuklo,5.574776785714293
1124,N_astirh,5.560000000000007
1125,N_Garai,5.747999999999999
1126,"N_Kantu, the Living Mummy",5.5103436426117
1127,Obituary (comics),5.5649999999999995
1128,Obliterator (comics),6.024285714285715
1129,Obnoxio the Clown,5.5734987593052185
1130,Occulus,5.639337231968817
1131,Ocean (Marvel Comics),5.5649999999999995
1132,Ocelot (comics),5.5649999999999995
1133,Oddball (comics),5.465999999999999
1134,Odin (comics),5.793333333333333
1135,Ogre (Marvel Comics),5.525928571428575
1136,Ogress (comics),5.658571428571429
1137,Old Lace (comics),5.496789524733261
1138,Old Man Logan,5.399302402105917
1139,Omega (Marvel Comics),6.04
1140,Omega Red,5.370368188512521
1141,Omega the Unknown,5.640865102639307
1142,Onyxx,5.651740506329123
1143,Ooze (comics),5.5649999999999995
1144,Optoman,5.5649999999999995
1145,Oracle (Marvel Comics),6.04
1146,Orator (comics),5.5600000000000005
1147,Orb (comics),5.487999999999992
1148,Orbit (comics),5.5649999999999995
1149,Orchid (comics),5.5649999999999995
1150,Ord (comics),5.509884057971018
1151,Orka (comics),5.660888501742171
1152,Orphan (Marvel Comics),5.11625
1153,Orphan-Maker,5.478776119402993
1154,Orrgo,5.510949263502459
1155,Oshtur,5.838666666666667
1156,Osiris (Marvel Comics),
1157,Otomo (comics),6.04
1158,Outlaw (comics),5.438591836734709
1159,Outlaw Kid,5.513025404157069
1160,Overdrive (comics),5.465999999999999
1161,Overkill (comics),5.5649999999999995
1162,Overmind (comics),5.678318425760294
1163,Owl (Marvel Comics),5.484125925925929
1164,Ox (comics),5.4653512396694195
1165,Oya (comics),5.66535714285716
1166,Ozone (comics),5.5649999999999995
1167,Paladin (comics),5.572485265225939
1168,Pandemic (comics),5.593333333333334
1169,Paradigm (comics character),6.88
1170,Paris (Marvel Comics),6.88
1171,Pasco (comics),5.613333333333333
1172,Patriot (comics),5.71859806629836
1173,Patsy Walker,5.764123549702035
1174,Paul Budiansky,5.790000000000001
1175,Paulie Provenzano,6.04
1176,Peepers (Marvel Comics),5.4419257950530096
1177,Peggy Carter,5.700305263157901
1178,Penance (X-Men),6.88
1179,Peni Parker,5.513416770963722
1180,Pepper Potts,5.671765143069475
1181,Peregrine (comics),5.649926108374388
1182,Persuasion (comics),5.607719546742211
1183,Perun (comics),5.6879383886256045
1184,Pestilence (comics),5.492640000000002
1185,Pete Wisdom,5.651192739844439
1186,Peter Corbeau,5.585992578849739
1187,Petra Laskov,5.774444444444445
1188,Phantazia,5.533115124153511
1189,Phantom Eagle,5.715127272727279
1190,Phantom Reporter,5.70042042042043
1191,Phantom Rider,5.520073937153424
1192,Phaser (comics),5.8725000000000005
1193,Phastos,5.874627976190488
1194,Phat (comics),4.92
1195,Phil Coulson,5.591897386253596
1196,Phil Urich,5.536920507682028
1197,Phobos (Marvel Comics),5.535327102803747
1198,Phone Ranger,
1199,Phyla-Vell,5.724033057851239
1200,Piledriver (comics),5.465999999999999
1201,Pink Pearl (comics),4.785
1202,Pinky Pinkerton,5.36313725490197
1203,Pip the Troll,5.632630501535336
1204,Pipeline (comics),5.034166666666667
1205,Piranha (comics),5.68006289308177
1206,Pisces (comics),5.465999999999999
1207,Pixie (X-Men),5.644801012192238
1208,Plantman,5.6208354646206375
1209,Plunderer (comics),5.622986767485827
1210,Pluto (Marvel Comics),5.5662972292191455
1211,Pod (comics),5.61
1212,Polestar (comics),5.52
1213,Porcupine (comics),5.793333333333333
1214,Portal (comics),5.465999999999999
1215,Possessor (comics),5.97875
1216,Postman (comics),6.88
1217,Poundcakes,5.793333333333333
1218,Powderkeg (character),5.545259259259261
1219,Power Broker (character),5.611103710751683
1220,Power Man (Victor Alvarez),5.770261627906981
1221,Power Princess,5.687303102625313
1222,Powerhouse (comics),5.613990929705225
1223,Predator X (Marvel Comics),5.051666666666667
1224,Prester John (comics),5.654434250764535
1225,Pretty Boy (comics),6.88
1226,Pretty Persuasions,5.541428571428571
1227,Preview (comics),5.62875
1228,Pride (comics),5.638095551894552
1229,Primus (Marvel Comics),
1230,Princess Python,5.4836535303776675
1231,Prism (comics),5.465999999999999
1232,Proctor (comics),5.714761904761905
1233,Prodigy (Ritchie Gilmore),5.540118694362024
1234,Professor Power,5.588381502890177
1235,Professor Thornton,5.845
1236,Professor Thorton,5.54495850622408
1237,Professor X,5.531358469642321
1238,Prometheus (Marvel Comics),5.7133004926108475
1239,Proteus (Marvel Comics),5.5924218749999985
1240,Protocide,5.393750000000001
1241,Prowler (Marvel Comics),5.489719988084584
1242,Proxima Midnight,5.673306818181832
1243,Prudence Leighton,5.514
1244,Psi-Hawk,4.0
1245,Psycho-Man,5.471931106471824
1246,Psyklop,5.583779193205952
1247,Puck (Marvel Comics),5.528626790227455
1248,Puff Adder (comics),5.528333333333333
1249,Pulsar (Marvel Comics),5.795
1250,Pulse (Augustus),5.700129533678765
1251,Puma (comics),5.465999999999999
1252,Punchout (comics),5.034166666666667
1253,Punisher 2099,5.366155440414512
1254,Punisher,5.412259078761161
1255,Puppet Master (Marvel Comics),5.6169036845507305
1256,Purple Man,5.608571428571432
1257,Pyre (comics),5.384
1258,Pyro (Marvel Comics),5.531909146715774
1259,Quasar (comics),5.725119999999998
1260,Quicksilver (comics),5.706
1261,Raa of the Caves,5.9799999999999995
1262,Radioactive Man (comics),5.4970536370315894
1263,Radius (comics),5.621675257731966
1264,Rage (comics),5.364290484140245
1265,Ragnarok (comics),5.461868811881203
1266,Raiders (comics),5.592114695340501
1267,Rakkus,5.7250000000000005
1268,Rampage (Marvel Comics),5.400031152647986
1269,Randall Shire,6.04
1270,Random (comics),5.466618421052641
1271,Randy O_Brien,5.59
1272,Randy Robertson,5.624518241347057
1273,Rattler (comics),5.465999999999999
1274,Ravage (Marvel Comics),5.625258620689668
1275,Ravage 2099,5.623325688073405
1276,Ravonna,5.633074712643682
1277,Rawhide Kid,5.71120058565154
1278,Raza Longknife,5.55658119658121
1279,Razor Fist,5.372964135021102
1280,Razorback (comics),5.465999999999999
1281,Rebecca Banner,5.446056971514245
1282,Rebel Ralston,4.57
1283,Recorder 451,5.5200924214417775
1284,Red Barbarian,5.516262295081975
1285,Red Ghost (character),5.571030303030319
1286,Red Guardian,5.624126884422123
1287,Red Hulk,5.65235294117647
1288,Red Nine,6.52
1289,Red Raven (Marvel Comics),5.650897637795287
1290,Red Ronin,5.522800000000009
1291,Red Shift (comics),5.521666666666667
1292,Red Skull,5.482280185758413
1293,Red Sonja,5.578148079763676
1294,Red Wolf (comics),5.618127506014428
1295,Redneck (comics),5.46913043478261
1296,Redstone (comics),5.660469083155655
1297,Redwing (Marvel Comics),5.8660000000000005
1298,Reignfire,5.6231250000000035
1299,Reptil,5.644280442804435
1300,Reptyl,5.738215488215495
1301,Rev (comics),5.6109715994021006
1302,Revanche (Marvel Comics),5.351666666666667
1303,Rhapsody (comics),5.659154228855721
1304,Rhino (comics),5.3933333333333335
1305,Richard and Mary Parker,5.541797101449255
1306,Richard Fisk,5.550241935483877
1307,Richard Rory,5.545231416549796
1308,Rick Jones (comics),5.416666666666666
1309,Ricochet (comics),5.705031347962398
1310,Rictor,5.640076109936574
1311,Ringer (comics),5.3854722492697125
1312,Ringmaster (comics),5.594272151898737
1313,Ringo Kid,5.790844036697255
1314,Riptide (comics),5.733750000000001
1315,Riri Williams,5.3933333333333335
1316,Risque (comics),5.475303265940911
1317,Robbie Baldwin,5.626065685939065
1318,Robbie Robertson (comics),5.3950000000000005
1319,Robert Kelly (comics),5.4557142857142855
1320,Robert Maverick,5.641686507936522
1321,Rock Python,5.665233415233423
1322,Rocket Raccoon,5.8100968724052064
1323,Rocket Racer,5.6469672131147695
1324,Rocketeers (comics),6.034285714285714
1325,Rockman (comics),5.72435036496351
1326,Rockslide (comics),5.465999999999999
1327,Roderick Kingsley,5.516310139164983
1328,Rodstvow,5.925333333333335
1329,Roger Dooley,5.64200534759358
1330,Rogue (comics),5.793333333333333
1331,Rom (comics),5.6383333333333345
1332,Roma (comics),5.6581403118040186
1333,Romany Wisdom,5.6816666666666675
1334,Romulus (Marvel Comics),5.3180000000000005
1335,Ronan the Accuser,5.753073807380761
1336,Ronin (Marvel Comics),5.637035175879402
1337,Roughouse,5.540399201596817
1338,Royal Roy,5.8891284403669815
1339,Ruby Summers,5.500950704225355
1340,Ruby Thursday,5.67469424460433
1341,Ruckus (comics),5.290833333333334
1342,Rumiko Fujikawa,5.792000000000001
1343,Runner (comics),6.024285714285715
1344,Russian (comics),5.645982986767492
1345,Rusty Collins,5.436971514242891
1346,Sabra (comics),5.75877886095434
1347,Sabretooth (comics),5.465999999999999
1348,Sage (comics),5.706
1349,Sagittarius (comics),5.545766233766241
1350,Saint Sinner (comics),5.574686468646865
1351,Salem_s Seven,5.696214057507985
1352,Sally Floyd (comics),4.736666666666667
1353,Samuel Silke,5.6123183391003515
1354,Sandman (Marvel Comics),5.532653156300924
1355,Sangre (comics),5.703333333333334
1356,Sasquatch (comics),5.632307692307688
1357,Sat-Yr-9,5.776129032258065
1358,Satana (Marvel Comics),5.546841046277678
1359,Satannish,5.5457457212714045
1360,Saturnyne,5.628012295081957
1361,Saul (comics),5.581250000000001
1362,Sauron (comics),5.588428246013665
1363,Scaleface,5.953333333333333
1364,Scalphunter (Marvel Comics),5.534600638977654
1365,Scarecrow (Marvel Comics),5.496116015132409
1366,Scarlet Scarab,5.899636510500813
1367,Scarlet Spider,5.5462373371924985
1368,Scarlet Witch,5.702757009345608
1369,Scientist Supreme,5.78006315789475
1370,Scimitar (Marvel Comics),5.298571428571429
1371,Scorcher (comics),5.465999999999999
1372,Scorpia (comics),5.7250000000000005
1373,Scorpio (Marvel Comics),5.494338028169025
1374,Scorpion (Marvel Comics),5.7540000000000004
1375,Scourge of the Underworld,5.530389830508479
1376,Scramble (comics),5.60889090909092
1377,Scrambler (comics),5.611870748299329
1378,Scream (comics),5.078333333333333
1379,Scribe (comics),6.37
1380,Scuzz (comics),5.59
1381,Seamus Mellencamp,5.5600000000000005
1382,Sebastian Shaw (comics),5.418333333333334
1383,Selene (comics),5.557426335174929
1384,Sentinel (comics),5.614727203357527
1385,Sentry (comics),5.465
1386,Sequoia (comics),6.34
1387,Serafina (Marvel),5.737222222222223
1388,Serpentina (comics),5.49
1389,Sersi,5.685300072306577
1390,Shadow King,5.462050137362638
1391,Shalla-Bal,5.813629441624374
1392,Shaman (comics),5.668659217877089
1393,Shamrock (comics),5.743716049382728
1394,Shang-Chi,5.594742102665215
1395,Shanna the She-Devil,5.552128991859737
1396,Shape (comics),5.6459047619047675
1397,Shaper of Worlds,5.815968992248061
1398,Shard (comics),5.675795148247989
1399,Sharon Carter,5.579716088328097
1400,Sharon Friedlander,5.67714801444044
1401,Shathra,4.996250000000001
1402,Shatter (comics),6.88
1403,Shatterstar,5.60152806226956
1404,She-Hulk,5.662163533617656
1405,Shellshock (Marvel Comics),
1406,Shepard (comics),5.7508866995073955
1407,Shingen Yashida,5.686905311778299
1408,Shinobi Shaw,5.563903394255884
1409,Shiva (Marvel Comics),4.14
1410,Shocker (comics),5.465999999999999
1411,Shockwave (comics),5.521875000000014
1412,Shola Inkosi,6.88
1413,Shooting Star (comics),5.678780053428319
1414,Shortpack,4.14
1415,Shrew (comics),5.9799999999999995
1416,Shriek (comics),5.3933333333333335
1417,Shriker,6.04
1418,Shroud (comics),5.623127753303967
1419,Shuma-Gorath,5.594055944055955
1420,Sidewinder (comics),5.465999999999999
1421,Siege (John Kelly),5.465999999999999
1422,Siena Blaze,5.563625000000008
1423,Sif (comics),5.465999999999999
1424,Sigyn (Marvel Comics),5.857142857142857
1425,Silencer (comics),5.414859967051077
1426,Silhouette (comics),5.615579710144921
1427,Silk (comics),5.654470847623658
1428,Silver Dagger (comics),5.529150684931517
1429,Silver Fox (comics),5.595714285714285
1430,Silver Sable,5.665503541730774
1431,Silver Samurai,5.736685714285738
1432,Silver Surfer,5.780641793929977
1433,Silverclaw,5.682929936305741
1434,Silvermane,5.503468253968248
1435,Sin (Marvel Comics),5.460889987639069
1436,Sin-Eater (comics),4.995
1437,Sirocco (comics),5.9799999999999995
1438,Siryn,5.5055254237288285
1439,Skaar (character),5.720888382687933
1440,Skein (comics),5.605961768219846
1441,Skids (comics),5.465999999999999
1442,Skin (Marvel Comics),5.545008347245415
1443,Skinner (comics),6.04
1444,Skornn,6.04
1445,Skrull Kill Krew,5.423149062191519
1446,Skrullian Skymaster,6.0600000000000005
1447,Skull the Slayer,5.534735449735457
1448,Skullbuster,5.6346875000000125
1449,Skullfire,5.590129390018483
1450,Skyhawk (comics),5.73421052631579
1451,Slab (comics),5.251538461538463
1452,Slapstick (comics),5.676142076502733
1453,Slash (Marvel Comics),4.76
1454,Slaymaster,5.637728285077953
1455,Sleeper (Marvel Comics),5.585833333333343
1456,Sleepwalker (comics),5.462558993183004
1457,Slipstream (comics),5.697038043478273
1458,Slither (comics),5.66
1459,Slug (comics),5.369999999999997
1460,Slyde,5.404141221374057
1461,Smartship Friday,6.01
1462,Smasher (Marvel Comics),5.554194444444453
1463,Smiling Tiger,5.983333333333334
1464,Smuggler (comics),5.576496350364965
1465,Snake Marston (comics),5.713333333333334
1466,Snapdragon (comics),5.0920000000000005
1467,Snowbird (comics),5.465999999999999
1468,Solarman,5.804865900383148
1469,Solo (Marvel Comics),5.4619546742209755
1470,Solomon Kane (comics),5.548385876418666
1471,Solomon O_Sullivan,4.92
